sample_id,timestamp,run_hours,cycle_number,cathode_catalyst,anode_catalyst,Pt_at%,Co_at%,Ni_at%,Pd_at%,Ir_at%,graphene_support_%,TiO2_support_%,CeO2_support_%,gC3N4_support_%,C_support_%,total_metal_loading_%,BET_surface_area_m2_g,membrane_type,active_area_cm2,electrolyte,voltage_V,operating_pressure_bar,current_density_mA_cm2,voltage_efficiency_%,faradaic_efficiency_CH3OH_%,degradation_rate_per_hour,cumulative_degradation_%,voltage_drift_24h,metal_support_ratio,catalyst_complexity_index,voltage_stability_index,failure_risk_level,maintenance_needed
MEA_0442,2024-04-20 6:00,2647,442,Carbon Paper,NiFeO2,69.7,53.7,55.5,44.5,90.8,39.5,73.5,8.5,20.6,91.1,7.85,53.9,AEM-Sustainion X37,10,Buffer+1M KCl,1.44,2.1,41.92,52.4,56,0.001444,1115.095684,0.0146,0.055,4,0.874,normal,0
MEA_0443,2024-04-20 12:00,2653,443,Pt/C,IrO2,29.7,11.5,41,35.4,75.9,72.8,61,97.2,35.2,55.4,0.99,72,Nafion 211,5,Buffer+1M KCl,2.2,2.4,8.22,54.9,44.4,0.003193,1123.566713,0.0164,0.004,4,0.758,normal,0
MEA_0444,2024-04-20 18:00,2659,444,Carbon Paper,RuO2,92.4,19.4,24.4,3.1,59.7,34.6,48.8,51.8,12.6,17.4,0.62,22,Nafion 211,5,0.5M Na2CO3,2.18,0.9,35.7,64.7,67.3,0.004425,1135.332788,0.0157,0.004,4,0.693,normal,0
MEA_0445,2024-04-21 0:00,2665,445,Pt-Ru/g-C3N4,RuO2,97.1,13.6,17,7.4,65.4,67.1,13.3,61.4,13,37.9,8.06,84.8,AEM-Sustainion X37,10,Buffer+1M KCl,1.53,2.6,22.34,75.9,40.7,0.003831,1145.542403,0.0013,0.052,4,0.723,warning,1
MEA_0446,2024-04-21 6:00,2671,446,Pt-Ni/TiO2/CeO2,,94.4,21.3,2.7,0.4,88.9,80.5,26.1,23.7,67.6,84.3,5.03,62.9,PEM,20,Buffer+1M KCl,1.45,0.5,13.26,87.1,75.4,0.000647,1147.27054,0.0039,0.025,4,0.939,normal,0
MEA_0447,2024-04-21 12:00,2677,447,Pt-Ni/TiO2/CeO2,RuO2,47.4,4.2,24.3,31.5,57.9,94.7,41.9,48.3,85.9,64.4,1.74,42.3,AEM-Sustainion X37,10,0.5M H2SO4,1.84,1,34.66,55.8,32.9,0.004274,1158.712038,-0.0096,0.006,4,0.701,normal,0
MEA_0448,2024-04-21 18:00,2683,448,40wt%_Pt/C,RuO2,86.2,31.1,52.3,22.4,63.2,40,59.9,42.9,96.3,65.1,2.74,24.9,PEM,1,0.5M H2SO4,1.01,2,37.39,50.1,87.5,0.004,1169.444038,0.002,0.011,4,0.714,normal,0
MEA_0449,2024-04-22 0:00,2689,449,Pt/Graphite,NiFeO2,84.5,4.1,75.1,6.7,15.6,78.3,51.4,7.5,62.8,86.7,9.36,33,AEM-Sustainion X37,1,1M KOH,1.12,1.4,9.81,60.8,34.3,0.004575,1181.746213,0.0038,0.047,4,0.686,warning,1
MEA_0450,2024-04-22 6:00,2695,450,40wt%_Pt/C,IrO2,31.9,48,69.7,47.9,47.4,26.6,28.8,10.6,18.4,89.4,8.67,91.6,PEM,20,1M KOH,1.19,3,45.81,89.2,64.8,0.001752,1186.467853,0.0172,0.103,4,0.851,normal,0
MEA_0451,2024-04-22 12:00,2701,451,40wt%_Pt/C,IrO2,82.9,14,61.3,26.5,71.6,99,0.6,83.7,10.6,92,7.24,74.9,AEM-Sustainion X37,5,1M KOH,1.28,0.6,37.81,40.5,84.1,0.003611,1196.221164,0.0168,0.037,4,0.735,normal,0
MEA_0452,2024-04-22 18:00,2707,452,40wt%_Pt/C,NiFeO2,3.7,32.4,63.1,12.1,27.1,2.6,49.6,24,81.3,9.5,5.08,40,Nafion 212,5,0.5M Na2CO3,1.77,3,46.74,77.3,30.7,0.00255,1203.124014,0.019,0.032,4,0.797,normal,0
MEA_0453,2024-04-23 0:00,2713,453,40wt%_Pt/C,,59.6,52.8,53.2,25,20.2,60.4,28.6,19.5,57.9,54.4,5.44,25.2,PEM,5,1M KOH,2.49,2.1,16.54,66.2,59.9,0.000863,1205.465333,0.0166,0.033,4,0.921,normal,0
MEA_0454,2024-04-23 6:00,2719,454,40wt%_Pt/C,IrO2,23,39.1,20.8,34,31.4,66,73.5,50.5,61.8,74.1,9.76,75.2,Nafion 211,10,0.5M Na2CO3,1.98,1.9,47.03,48.9,51,0.004967,1218.970606,-0.0098,0.039,4,0.668,warning,1
MEA_0455,2024-04-23 12:00,2725,455,Pd-Ni/CeO2,RuO2,12.1,32,72.6,3.8,24.2,68.8,2.4,76.9,78.1,75.7,9.67,65.8,AEM-Sustainion X37,10,0.5M Na2CO3,1.09,0.6,19.06,57.7,64.8,-0.00077,1216.872356,0.0092,0.043,4,0.929,normal,0
MEA_0456,2024-04-23 18:00,2731,456,Pt-Ni/TiO2/CeO2,IrO2,7.7,19.5,53.7,13.7,21.5,12,58.5,6.2,70.3,60.7,2.55,52.4,Nafion 211,20,1M KOH,1.79,1.2,3.64,52.4,43.5,-2.60E-05,1216.80135,-0.008,0.017,4,0.997,critical,1
MEA_0457,2024-04-24 0:00,2737,457,40wt%_Pt/C,RuO2,69.6,20,44.8,40.3,42.5,93.9,94.1,57.7,83.4,16.7,8.21,49.1,AEM-Sustainion X37,1,1M KOH,1.74,2.8,38.39,88.3,33.9,0.004355,1228.720985,-0.0018,0.025,4,0.697,normal,0
MEA_0458,2024-04-24 6:00,2743,458,Carbon Paper,,34,40.2,8.9,23,90.8,18.1,17.4,11.9,5.6,79.7,2.37,37.3,Nafion 211,5,0.5M Na2CO3,1.22,1.4,35.47,66.5,67.6,-0.000637,1226.973694,0.0073,0.045,4,0.94,warning,1
MEA_0459,2024-04-24 12:00,2749,459,Pt-Ni/TiO2/CeO2,NiFeO2,72.5,59.6,35.8,27.3,50.7,62.3,47.2,3.6,74.8,72,2.53,73.6,Nafion 211,1,0.5M H2SO4,2.38,2.2,30.3,71,55,0.004321,1238.852123,0.011,0.013,4,0.698,warning,1
MEA_0460,2024-04-24 18:00,2755,460,Pt-Ni/TiO2/CeO2,IrO2,6.5,39.7,36.8,21.6,18.8,22.3,9.1,5.3,85.1,8.6,6.92,97.7,AEM-Sustainion X37,10,Buffer+1M KCl,1.66,3,25,72.7,67.3,0.003291,1247.918828,0.0096,0.057,4,0.752,normal,0
MEA_0461,2024-04-25 0:00,2761,461,Pt-Co/TiO2/g-C3N4,NiFeO2,31.5,33.5,69.2,2.2,7.7,30.7,62.6,83.4,28.6,46.4,4.35,34.1,AEM-Sustainion X37,10,Buffer+1M KCl,2.49,1.2,2.58,75.2,42.6,-0.00078,1245.765248,-0.0085,0.021,4,0.928,normal,0
MEA_0462,2024-04-25 6:00,2767,462,Pd-Ni/CeO2,IrO2,53.9,43.8,43.7,8.3,69.6,54.6,55.1,11.8,64,17.4,9.35,67.8,Nafion 211,10,Buffer+1M KCl,1.63,1.9,31.61,67.3,50.3,0.001576,1250.12604,-0.0069,0.05,4,0.864,normal,0
MEA_0463,2024-04-25 12:00,2773,463,40wt%_Pt/C,RuO2,79.1,27.9,30.4,22.3,38.3,41.7,40.7,4.5,31.4,33.7,1.35,53.9,Nafion 211,1,0.5M H2SO4,1.91,2.2,21.42,41,63.7,0.003527,1259.906411,-0.0061,0.011,4,0.739,normal,0
MEA_0464,2024-04-25 18:00,2779,464,Pt/C,NiFeO2,31.9,3.6,78.1,10.5,82.2,16,52.1,43.8,95.8,1.8,5.36,55.7,Nafion 211,20,0.5M Na2CO3,1.16,0.9,28.45,58.4,65.6,0.002499,1266.851132,-0.0073,0.026,4,0.8,normal,0
MEA_0465,2024-04-26 0:00,2785,465,Pt-Ru/g-C3N4,IrO2,62.6,33.7,8.9,2.5,66,17.1,89.7,84.4,3.3,40,9.23,40.3,PEM,20,1M KOH,1.68,0.9,22.04,50.1,52.3,0.004615,1279.703907,-0.0047,0.047,4,0.684,normal,0
MEA_0466,2024-04-26 6:00,2791,466,Pt/Graphite,RuO2,88.6,57.5,33.8,42.2,79.6,41.8,19.6,26.2,58,55,9.09,86,PEM,10,0.5M Na2CO3,1.36,1.6,48.34,77.4,46.8,0.004206,1291.442853,0.0107,0.062,4,0.704,warning,1
MEA_0467,2024-04-26 12:00,2797,467,Carbon Paper,NiFeO2,61.6,10.5,3.4,49.1,27.2,75.7,2.3,42.2,16.7,62,1.99,58.8,Nafion 212,5,0.5M Na2CO3,2.25,1.5,30.6,43.1,46.4,0.000996,1294.228665,0.0149,0.015,4,0.909,normal,0
MEA_0468,2024-04-26 18:00,2803,468,Pt/C,NiFeO2,23.3,41.4,59.2,39.7,69.2,89.8,86.2,4,71.2,66.3,3.98,63.5,PEM,1,1M KOH,2.18,2.3,37.71,71,40.5,-0.000492,1292.849589,0.0023,0.016,4,0.953,warning,1
MEA_0469,2024-04-27 0:00,2809,469,Pd-Ni/CeO2,IrO2,2.4,12.1,73.4,42.7,26.4,8.4,57.7,44.9,17.6,83.6,6.38,44.4,PEM,10,0.5M H2SO4,2.24,0.7,46.88,51.6,49.5,0.004666,1305.956383,0.0108,0.05,4,0.682,normal,0
MEA_0470,2024-04-27 6:00,2815,470,Pt-Ru/g-C3N4,IrO2,87,32.1,22.4,12.1,93.9,39.3,89.1,57.8,23.5,21.5,2.01,34.5,AEM-Sustainion X37,1,Buffer+1M KCl,2.09,2.9,29.99,92.2,42,0.002104,1311.879143,-0.004,0.01,4,0.826,normal,0
MEA_0471,2024-04-27 12:00,2821,471,Pd-Ni/CeO2,IrO2,2.1,5.8,68.7,48,63.6,10,59.7,57.1,49.4,12,9.7,26.9,Nafion 212,1,Buffer+1M KCl,2.25,0.5,1.59,58.5,68,-0.000554,1310.316309,0.0192,0.055,4,0.948,critical,1
MEA_0472,2024-04-27 18:00,2827,472,Carbon Paper,RuO2,87.5,27,23.4,9.8,32.5,1.7,81,33.2,91.5,85.2,9.19,77.1,Nafion 212,20,0.5M Na2CO3,1.3,2,2.68,57.9,64.1,0.003899,1321.338782,0.0005,0.044,4,0.719,normal,0
MEA_0473,2024-04-28 0:00,2833,473,Pt-Ni/TiO2/CeO2,IrO2,52.9,45.4,72.9,47.6,27,66.2,43,31.6,21.2,15.7,2.09,35.7,PEM,10,0.5M H2SO4,1.68,1.9,35.41,90.8,53,0.004211,1333.268545,0.0154,0.013,4,0.704,normal,0
MEA_0474,2024-04-28 6:00,2839,474,Pt-Ru/g-C3N4,NiFeO2,93.9,20.9,60.3,49.7,19.1,60.2,75,10.7,14.4,97.5,1.65,75.2,AEM-Sustainion X37,20,Buffer+1M KCl,2.04,0.8,14.68,63,49.5,0.002837,1341.322788,0.0184,0.01,4,0.779,warning,1
MEA_0475,2024-04-28 12:00,2845,475,Pt-Ni/TiO2/CeO2,NiFeO2,79.9,39.9,64.4,35.6,69.5,16.3,91.3,36.7,75.9,84.3,1.31,51.2,AEM-Sustainion X37,10,0.5M H2SO4,1.96,0.9,29.39,93,44.3,0.001685,1346.116613,0.0159,0.006,4,0.856,critical,1
MEA_0476,2024-04-28 18:00,2851,476,Carbon Paper,IrO2,99.8,47.7,1.4,49.1,21.9,23.4,57.2,9.9,50.1,50.1,9.14,53.3,Nafion 212,1,1M KOH,2.07,2.5,10.91,41.3,62.1,0.002973,1354.592636,-0.008,0.065,4,0.771,normal,0
MEA_0477,2024-04-29 0:00,2857,477,Pt/C,IrO2,35.1,55.6,77,28.5,59.5,2.4,18.1,76.7,91.2,98.1,2.34,57.5,AEM-Sustainion X37,20,0.5M Na2CO3,1.34,2.7,14.24,56.8,85.1,0.00324,1363.849316,0.0095,0.012,4,0.755,normal,0
MEA_0478,2024-04-29 6:00,2863,478,Carbon Paper,,76.7,14.1,58.1,13,26.5,83.5,26.9,96.6,14.7,9.7,4.45,49.4,Nafion 211,1,0.5M Na2CO3,1.15,1.2,25.73,76.6,71.1,0.004358,1376.32627,-0.0064,0.02,4,0.696,normal,0
MEA_0479,2024-04-29 12:00,2869,479,Pt/C,NiFeO2,40.2,24,24.4,21.8,66.2,97.5,19.9,97,64.6,30.3,4.76,28,PEM,10,0.5M H2SO4,2.38,1.6,48.8,89,74.7,0.004735,1389.910985,-0.0098,0.017,4,0.679,normal,0
MEA_0480,2024-04-29 18:00,2875,480,Pt-Ru/g-C3N4,RuO2,48,9.1,66.4,29.7,81.5,13.5,24.7,86.5,23.3,63.8,6.19,44.8,Nafion 211,5,Buffer+1M KCl,1.84,1.4,31.2,54.1,80.1,0.002086,1395.908235,-0.0084,0.042,4,0.827,normal,0
MEA_0481,2024-04-30 0:00,2881,481,Pt-Ru/g-C3N4,,62.8,59.5,22.5,3.7,77.8,23.1,30.6,60.1,15.7,35,1.18,73.1,Nafion 212,20,0.5M H2SO4,1.23,0.7,46.87,91.2,51.1,0.003791,1406.830106,0.0175,0.009,4,0.725,normal,0
MEA_0482,2024-04-30 6:00,2887,482,40wt%_Pt/C,IrO2,87.4,55.6,69.8,31.1,76.1,86.8,55.5,70.1,68.3,92.8,2.65,73.3,Nafion 212,20,1M KOH,2.19,2.2,48.01,72.7,33.8,0.004787,1420.650175,0.0173,0.009,4,0.676,normal,0
MEA_0483,2024-04-30 12:00,2893,483,Pd-Ni/CeO2,IrO2,98.4,32.4,9,49.1,18.8,92.6,58.8,28.5,59.4,6.6,9.35,42.9,AEM-Sustainion X37,1,Buffer+1M KCl,2.37,2.6,11.2,84.1,67.4,-9.30E-05,1420.381126,-0.0032,0.039,4,0.991,warning,1
MEA_0484,2024-04-30 18:00,2899,484,40wt%_Pt/C,NiFeO2,76.8,50.5,56.3,9.5,8.8,42,42.6,63.1,75.5,54.9,9.13,56.8,AEM-Sustainion X37,1,Buffer+1M KCl,1.25,1.3,16.25,61.8,41.3,-0.00089,1417.801016,0.0064,0.041,4,0.918,warning,1
MEA_0485,2024-05-01 0:00,2905,485,Pd-Ni/CeO2,IrO2,41.8,31.3,43.3,39.6,69.9,5.1,61.5,45.6,30.9,59.1,7.92,35.5,Nafion 212,5,0.5M H2SO4,2.23,3,38.73,51.7,64.1,0.004214,1430.042686,0.0187,0.055,4,0.704,normal,0
MEA_0486,2024-05-01 6:00,2911,486,40wt%_Pt/C,RuO2,42.1,37.4,7.7,45.4,36.8,3.9,8.2,48.2,44.8,65.3,0.68,36.8,Nafion 212,20,1M KOH,2.4,0.7,43.47,90.1,74.4,0.000172,1430.543378,0.0049,0.006,4,0.983,normal,0
MEA_0487,2024-05-01 12:00,2917,487,Pt-Ni/TiO2/CeO2,NiFeO2,73.8,5.3,19.4,47.2,43.2,57.4,8.8,75.8,40.5,25.6,3.61,21.8,Nafion 211,10,Buffer+1M KCl,2.41,2.2,26.44,91.3,77,-0.000745,1428.370213,0.0018,0.02,4,0.931,normal,0
MEA_0488,2024-05-01 18:00,2923,488,Pt-Ru/g-C3N4,IrO2,23.9,45.3,1,48,3.1,39.3,17.2,28.2,98.4,36.5,6.47,91.7,Nafion 211,10,0.5M Na2CO3,2.37,1.6,49.67,67.4,48.1,-3.90E-05,1428.256216,0.0045,0.035,4,0.996,normal,0
MEA_0489,2024-05-02 0:00,2929,489,Pt/C,NiFeO2,11,7.7,37.5,26.1,26,2.9,51.8,31.8,29.2,84.4,3.11,36.9,AEM-Sustainion X37,20,1M KOH,1.82,1.6,1.57,40.4,60.7,0.001305,1432.078561,0.0137,0.027,4,0.885,normal,0
MEA_0490,2024-05-02 6:00,2935,490,Pd-Ni/CeO2,IrO2,35.5,49.6,24.1,48.9,3.4,58.3,21.4,92.5,29.5,19.5,9.14,38.2,Nafion 211,20,Buffer+1M KCl,1.53,1.6,15.68,46,67.3,0.000316,1433.006021,0.0043,0.045,4,0.969,normal,0
MEA_0491,2024-05-02 12:00,2941,491,Carbon Paper,IrO2,28.7,46.9,47.9,37.9,87.9,1.1,28.3,5.6,35.5,82.7,6.52,42.4,AEM-Sustainion X37,20,0.5M H2SO4,1.01,1.1,31.53,71.5,79.2,0.000832,1435.452933,0.0135,0.092,4,0.923,normal,0
MEA_0492,2024-05-02 18:00,2947,492,Pd-Ni/CeO2,IrO2,29.6,42.5,23.8,8.1,24.3,78.7,40,48.6,56.5,56.3,1.18,30.2,AEM-Sustainion X37,5,Buffer+1M KCl,1.09,2.3,24,41.3,75.7,0.004852,1449.751777,0.003,0.005,4,0.673,critical,1
MEA_0493,2024-05-03 0:00,2953,493,Pt/C,RuO2,23.4,2.2,24,23.8,55.7,30.6,81.2,91.3,25.2,76.2,9.14,71.1,PEM,10,0.5M Na2CO3,1.64,2.3,6.71,61.8,89.3,0.003226,1459.278155,-0.0024,0.04,4,0.756,warning,1
MEA_0494,2024-05-03 6:00,2959,494,40wt%_Pt/C,RuO2,4.2,18.2,59.5,35.9,3.9,4,1.4,61,91.5,71.4,9.6,26,AEM-Sustainion X37,10,1M KOH,1.6,1.2,19.02,56.7,30.5,0.003273,1468.962962,-0.0002,0.061,4,0.753,warning,1
MEA_0495,2024-05-03 12:00,2965,495,Pd-Ni/CeO2,NiFeO2,1.8,15.8,3.9,12.4,66.7,58.8,64.9,54.6,26.6,20.8,1.24,30.7,Nafion 211,1,Buffer+1M KCl,1.28,2.6,2.25,79.3,56.2,-0.000432,1467.682082,-0.0077,0.006,4,0.959,normal,0
MEA_0496,2024-05-03 18:00,2971,496,Pt/Graphite,IrO2,98.8,21.6,72.2,32,32.3,39.8,66.9,25,89.6,56.9,5.56,71.6,Nafion 212,1,0.5M Na2CO3,1.59,1.3,32.49,43.1,45.4,0.003393,1477.762685,0.0049,0.025,4,0.747,normal,0
MEA_0497,2024-05-04 0:00,2977,497,Pt-Ni/TiO2/CeO2,IrO2,42.8,5.3,68.2,33.3,89.8,97.4,79.9,34.3,10.3,86.8,3.38,47.2,Nafion 212,20,Buffer+1M KCl,1.26,2.3,44.74,66.9,37.2,0.003436,1487.991657,-0.0056,0.015,4,0.744,normal,0
MEA_0498,2024-05-04 6:00,2983,498,Pt-Ru/g-C3N4,RuO2,38.4,56.2,53.4,8.1,88.8,54.4,93.3,85.2,65.7,43.2,4.23,76.6,Nafion 211,1,Buffer+1M KCl,2.27,0.8,44.36,71.9,84.7,0.002958,1496.815371,0.0143,0.014,4,0.772,warning,1
MEA_0499,2024-05-04 12:00,2989,499,Pt/C,IrO2,68,33.2,47.5,28.3,32.5,27.5,2,55.9,90.7,96.7,2.21,64.6,Nafion 212,5,1M KOH,1.45,0.9,35.28,74,89.9,0.000371,1497.92429,0.0026,0.013,4,0.964,normal,0
MEA_0500,2024-05-04 18:00,2995,500,Pt-Ru/g-C3N4,RuO2,21.8,18.3,71.4,38.6,90.1,70.9,15.4,51.5,16.9,45.2,5.99,40.5,AEM-Sustainion X37,10,0.5M H2SO4,1.9,1.3,23.82,62.3,40.8,0.001538,1502.5306,0.013,0.039,4,0.867,normal,0
MEA_0501,2024-05-05 0:00,3001,501,Pt/Graphite,IrO2,95,23.8,14.8,24.9,99.6,27.1,88.6,10,96.8,14.3,9.6,72.1,Nafion 212,10,0.5M H2SO4,1.75,2,26.09,56.7,32.3,0.004078,1514.768678,0.0186,0.043,4,0.71,normal,0
MEA_0502,2024-05-05 6:00,3007,502,Pd-Ni/CeO2,NiFeO2,78.6,26.8,6.3,0.6,82.5,90.4,45.9,1.6,45.3,38.9,5.28,29.3,Nafion 211,1,0.5M Na2CO3,1.08,2.1,7.71,77.5,46.5,0.003021,1523.852825,0.0155,0.029,4,0.768,normal,0
MEA_0503,2024-05-05 12:00,3013,503,Pd-Ni/CeO2,IrO2,8.9,36,19.2,0.5,84.5,37.5,56.5,96.4,94.6,95.2,1.29,62.9,Nafion 212,20,0.5M Na2CO3,2.41,1.5,17.71,86.6,80.1,0.003397,1534.087986,0.0185,0.005,4,0.746,normal,0
MEA_0504,2024-05-05 18:00,3019,504,Carbon Paper,IrO2,41.8,30.9,63.6,17.9,24.9,55,66.3,37.7,67.7,32,6.39,55,AEM-Sustainion X37,1,0.5M Na2CO3,1.79,0.7,10.2,78.1,47.6,0.002524,1541.707942,0.007,0.028,4,0.798,normal,0
MEA_0505,2024-05-06 0:00,3025,505,Pt/Graphite,,87.9,55.2,2.8,46.3,57.7,5.1,67.9,60.3,30.2,86.8,3.73,41.4,AEM-Sustainion X37,20,1M KOH,1.49,1.4,41.24,91.3,33.4,0.001698,1546.844392,-0.005,0.023,4,0.855,normal,0
MEA_0506,2024-05-06 6:00,3031,506,Pt/C,RuO2,94.5,29.8,46.6,11.4,6.7,42.6,93.2,8,18.8,88.1,8.63,68.3,Nafion 211,5,0.5M H2SO4,1.24,2.2,45.82,79.4,33.1,0.003554,1557.616566,0.0181,0.053,4,0.738,normal,0
MEA_0507,2024-05-06 12:00,3037,507,Carbon Paper,IrO2,46.7,59.5,79.6,31.7,9.5,83.2,99.7,68.3,30.4,35,4.63,89.7,Nafion 211,10,0.5M Na2CO3,1.51,2.2,27.31,82.1,55.6,-0.000592,1555.818662,0.0161,0.016,4,0.944,normal,0
MEA_0508,2024-05-06 18:00,3043,508,Pt-Ni/TiO2/CeO2,IrO2,61.3,51.1,68.5,11.1,99.9,80.6,72,93.3,9.3,8.3,2.33,99.9,Nafion 211,5,0.5M Na2CO3,1.03,0.9,36.66,49.2,85.9,0.003039,1565.066339,0.0159,0.009,4,0.767,normal,0
MEA_0509,2024-05-07 0:00,3049,509,Carbon Paper,,16.7,12.5,41.7,16.1,32.7,22.4,28.7,57.6,14.4,72.5,2.32,68.6,PEM,10,Buffer+1M KCl,1.55,0.5,6.95,63.1,47.2,0.004983,1580.259506,0.0108,0.019,4,0.667,warning,1
MEA_0510,2024-05-07 6:00,3055,510,Pt-Co/TiO2/g-C3N4,,99.1,55.8,5.1,42.4,74.8,22.6,88,12.6,10.5,31.2,7.8,52.4,PEM,5,Buffer+1M KCl,1.8,2.4,30.82,66.7,55.6,0.003681,1591.504961,0.0087,0.058,4,0.731,normal,0
MEA_0511,2024-05-07 12:00,3061,511,Pt/C,RuO2,23.2,7,66.5,36.4,80.7,81.7,4.9,58.2,42.3,78.3,3.02,38,AEM-Sustainion X37,1,0.5M Na2CO3,2.31,0.8,35.44,54.1,36.1,0.000743,1593.779284,-0.0096,0.016,4,0.931,normal,0
MEA_0512,2024-05-07 18:00,3067,512,Pt-Co/TiO2/g-C3N4,,94.3,49,47.9,4.8,85.8,93,23.1,76.6,79.6,44.3,7.79,40.6,PEM,5,Buffer+1M KCl,2.03,0.7,23.19,69.1,59.6,0.000667,1595.824973,0.0124,0.029,4,0.937,normal,0
MEA_0513,2024-05-08 0:00,3073,513,Pt/Graphite,NiFeO2,65,22.8,9.2,21.4,99.8,9.5,89.7,40.6,14.1,48.5,2.46,58.4,PEM,5,Buffer+1M KCl,1.17,0.5,12.92,56,71.8,0.003003,1605.053192,-0.0073,0.016,4,0.769,critical,1
MEA_0514,2024-05-08 6:00,3079,514,40wt%_Pt/C,,60.8,52.7,7.5,1.5,24.1,45,25.6,88,13,77.8,3.56,49.4,Nafion 212,1,Buffer+1M KCl,1.22,1.6,43.99,77.8,46.3,0.004375,1618.523817,-0.0022,0.021,4,0.696,normal,0
MEA_0515,2024-05-08 12:00,3085,515,Pt-Co/TiO2/g-C3N4,NiFeO2,51.3,52.1,72.8,24,4,33.7,22.1,64.9,64.3,38.2,4.92,93.1,PEM,10,1M KOH,1.64,1.8,37.4,65.9,47.8,0.002468,1626.137597,0.0065,0.027,4,0.802,normal,0
MEA_0516,2024-05-08 18:00,3091,516,Pt-Ni/TiO2/CeO2,RuO2,23.1,48.4,53.5,33.1,41.1,87.1,13.8,89.9,19.7,44.3,9.46,49.5,Nafion 212,10,0.5M Na2CO3,1.29,2.1,45.09,65.2,80.5,0.002164,1632.826521,0.0036,0.045,4,0.822,normal,0
MEA_0517,2024-05-09 0:00,3097,517,Carbon Paper,RuO2,17.7,47.4,66.3,5.9,13,8.4,85.9,62.4,9.8,37.6,9.35,49.9,Nafion 211,1,0.5M Na2CO3,1.04,1.2,41.1,94.1,30.6,-3.80E-05,1632.708835,-0.0095,0.056,4,0.996,normal,0
MEA_0518,2024-05-09 6:00,3103,518,40wt%_Pt/C,RuO2,22,18.3,70.3,14.4,2.2,21.1,50,13.1,16.7,36.7,2.47,50.7,Nafion 212,5,Buffer+1M KCl,2.21,2.3,49.53,61.6,68.2,0.003293,1642.927014,0.0147,0.024,4,0.752,normal,0
MEA_0519,2024-05-09 12:00,3109,519,Carbon Paper,RuO2,18.6,4.9,45.7,19.9,36,75.2,67.5,31,92.4,52.6,3.9,86.9,Nafion 212,5,1M KOH,1.03,0.9,10.42,59.9,53.6,0.003214,1652.91934,0.0164,0.015,4,0.757,normal,0
MEA_0520,2024-05-09 18:00,3115,520,Pt-Co/TiO2/g-C3N4,RuO2,78,24.2,41.4,46,78.4,5.1,23.9,20.2,82.1,80.9,1.92,72.1,Nafion 211,5,Buffer+1M KCl,2.25,2.6,5.25,57.5,47.9,0.004802,1667.87757,0.0105,0.015,4,0.676,critical,1
MEA_0521,2024-05-10 0:00,3121,521,Carbon Paper,NiFeO2,35,10.4,34.4,49.7,56.6,49.3,75.8,90.9,35.4,36.2,5.34,69.1,Nafion 211,20,1M KOH,1.22,1.9,17.51,89.2,69.5,0.000801,1670.377491,0.0062,0.021,4,0.926,warning,1
MEA_0522,2024-05-10 6:00,3127,522,Pt/Graphite,NiFeO2,5.8,41.7,25.4,2.2,31.3,44.2,76,76,65.6,52.4,4.88,46.7,AEM-Sustainion X37,10,0.5M Na2CO3,2.46,2,7.32,67.3,80.1,0.003539,1681.443944,0.0188,0.019,4,0.739,critical,1
MEA_0523,2024-05-10 12:00,3133,523,40wt%_Pt/C,RuO2,96.9,20.8,34.8,38.1,65.4,33.4,31.3,67.6,53.7,67.1,9.06,85.4,AEM-Sustainion X37,5,Buffer+1M KCl,1.91,1,26.63,73,63.5,0.001604,1686.469276,-0.0064,0.049,4,0.862,normal,0
MEA_0524,2024-05-10 18:00,3139,524,Pt/Graphite,,88.4,58.5,61.9,18.6,23.2,39.5,41.1,30.1,67.7,26.9,9.34,23.1,AEM-Sustainion X37,10,0.5M Na2CO3,2.1,0.7,32.02,49.9,31.9,0.002351,1693.849065,0.0121,0.052,4,0.81,warning,1
MEA_0525,2024-05-11 0:00,3145,525,Pt-Co/TiO2/g-C3N4,IrO2,92.8,38.5,48.2,19.6,1.4,53,21,18.4,68.3,27.8,4.14,89.7,AEM-Sustainion X37,5,1M KOH,1.17,1.7,29.34,69.8,57.7,0.003899,1706.11142,-0.0061,0.026,4,0.719,normal,0
MEA_0526,2024-05-11 6:00,3151,526,Pt/Graphite,RuO2,99.5,49.3,71.4,37.7,76.4,16.1,97.7,75.6,62.9,93.3,5.17,61,Nafion 212,1,0.5M H2SO4,2.29,2,13.7,55.1,57.8,0.000332,1707.157552,0.0015,0.02,4,0.968,normal,0
MEA_0527,2024-05-11 12:00,3157,527,Pt-Ni/TiO2/CeO2,,17.4,8,35.5,45.9,62.4,57.2,64.6,47.4,26.6,72.4,9.01,51.9,Nafion 212,1,1M KOH,2.26,0.7,45.53,80.2,62.6,0.001057,1710.494501,0.0076,0.046,4,0.904,warning,1
MEA_0528,2024-05-11 18:00,3163,528,Pt-Co/TiO2/g-C3N4,IrO2,39.6,51.7,48.6,47.5,76.2,80.5,93.5,22.6,3.9,57.7,8.16,59.8,AEM-Sustainion X37,10,0.5M H2SO4,1.98,2.9,2.04,85.8,70.3,0.00364,1722.007821,0.0121,0.041,4,0.733,normal,0
